date,RSV Detections,RSV Tests,Surveillance Year,Week ending Code ,temp_c,vapor_pressure_hpa
2015-12-05,1185,13940,1516,1548,4.487401037401037,6.178478500819908
2015-12-12,1472,14251,1516,1549,8.35682453543825,8.139383901525447
2015-12-19,1933,14973,1516,1550,4.542144131777626,6.006152956852719
2015-12-26,2309,14937,1516,1551,6.938637931510251,7.872411220095242
2016-01-02,2772,16481,1516,1552,1.1935766586407288,4.845973469558573
2016-01-09,2616,17673,1516,1601,0.8974434935264428,4.854898022995689
2016-01-16,2550,18567,1516,1602,-0.4368146929824561,4.045464842960738
2016-01-23,2859,17509,1516,1603,-1.5137779002480023,3.762893269213267
2016-01-30,2972,18557,1516,1604,3.996047880908738,5.528955036953105
2016-02-06,3161,19855,1516,1605,3.2705909930779624,5.253048178281067
2016-02-13,3013,21754,1516,1606,-0.3980120978828705,3.616818726672745
2016-02-20,3063,23336,1516,1607,6.447640183051222,6.34513445603949
2016-02-27,2924,25563,1516,1608,6.050079973526005,5.861851758087028
2016-03-05,2683,25953,1516,1609,6.3565153814319215,5.75256161881656
2016-03-12,2296,27949,1516,1610,11.758969957081543,9.119721743675589
2016-03-19,1897,26184,1516,1611,9.130011530225662,7.0807889518495735
2016-03-26,1418,23435,1516,1612,8.916700151369202,6.900302677866223
2016-04-02,1077,21183,1516,1613,10.531106009674511,7.609701599287746
2016-04-09,837,18468,1516,1614,9.638797963763754,6.509850419952483
2016-04-16,645,17043,1516,1615,12.43176037117904,8.443620252690168
2016-04-23,475,16009,1516,1616,15.240166106603285,10.209397351361472
2016-04-30,389,14419,1516,1617,13.525335850502064,10.555128833377792
2016-05-07,231,12197,1516,1618,15.20430222368277,10.81867703081042
2016-05-14,191,10935,1516,1619,16.04137996994125,11.296204218378206
2016-05-21,161,9857,1516,1620,16.07950320731541,11.58910920430042
2016-05-28,121,9146,1516,1621,20.06492575943332,15.037126644839065
2016-06-04,124,8370,1516,1622,21.55841999237764,16.623794618749436
2016-06-11,88,7650,1516,1623,22.359574932474832,15.73630475923605
2016-06-18,65,7236,1516,1624,22.91786778169495,16.8343588974064
2016-06-25,48,6786,1516,1625,24.42630316902368,17.817392778381013
2016-07-02,50,5389,1516,1626,23.421450554239183,18.289543687125928
2016-07-09,53,5785,1617,1627,24.56482830101192,20.0710176668947
2016-07-16,62,6048,1617,1628,24.62904968486536,19.63278324762102
2016-07-23,52,5471,1617,1629,26.19943863091345,21.05226629286636
2016-07-30,52,5390,1617,1630,25.495542060401405,21.35398027385973
2016-08-06,67,5446,1617,1631,24.747387510226343,20.540225394701256
2016-08-13,70,5642,1617,1632,25.03582048908012,21.41580954479911
2016-08-20,75,5909,1617,1633,24.072670570611464,20.155186958701066
2016-08-27,94,6497,1617,1634,23.21155366538535,18.691333717211283
2016-09-03,128,7257,1617,1635,22.6099252005984,18.050645073208752
2016-09-10,152,7377,1617,1636,22.58464102283904,18.060254697112747
2016-09-17,175,8591,1617,1637,20.41549794395577,16.176156465387677
2016-09-24,234,9319,1617,1638,20.816218642868805,16.80230257264846
2016-10-01,319,10103,1617,1639,17.48031836734694,13.65775423196228
2016-10-08,444,10819,1617,1640,16.262371470540234,12.443551256059552
2016-10-15,430,11305,1617,1641,15.134138495092692,11.235142650547752
2016-10-22,558,11769,1617,1642,15.220832534049492,11.41989092173689
2016-10-29,598,12166,1617,1643,13.685097534951163,10.788280167756303
2016-11-05,866,13058,1617,1644,13.565500300234728,10.559144144118832
2016-11-12,992,14197,1617,1645,10.33102276774706,7.954613357457585
2016-11-19,1336,15265,1617,1646,8.912626538987688,7.309974877177733
